Date,ForwardRateUSDtoEUR,ForwardRateUSDtoEUR_low,ForwardRateUSDtoEUR_high,SpotRateUSDtoEUR,USDTreasuryRate,EUROBIR,TIME PERIOD,ECB_CISS
1999-04-02,0.9265264523302141,0.9252405625462621,0.929022668153103,0.9274717121,4.31,2.93,02 Apr 1999,0.0867
1999-04-05,0.9333582228859437,0.9262689885142646,0.9344921035417251,0.9340556697,4.29,2.93,,
1999-04-06,0.9231053263177329,0.9209799226376865,0.934317481080071,0.9226794612,4.3,2.904,,
1999-04-07,0.9287638153617536,0.9214891264283082,0.9292816652727441,0.9272997033,4.3,2.9,,
1999-04-08,0.9295408068414203,0.9186110600771633,0.9324009324009324,0.9229349331,4.28,2.895,,
1999-04-09,0.9255831173639393,0.9245562130177516,0.9321401938851603,0.9271277582,4.3,2.66,09 Apr 1999,0.0925
1999-04-12,0.9254974548819991,0.9190331770976932,0.925754489909276,0.9223390518,4.22,2.66,,
1999-04-13,0.9276437847866419,0.9231053263177329,0.9307520476545048,0.9276437848,4.2,2.65,,
1999-04-14,0.9258401999814831,0.9240436148586213,0.929022668153103,0.9277298451,4.18,2.637,,
1999-04-15,0.9345794392523364,0.9245562130177516,0.9356287425149701,0.9330969488,4.2,2.629,,
1999-04-16,0.9337940050424877,0.9327488107452663,0.940822278671559,0.9356287425,4.22,2.627,16 Apr 1999,0.0645
1999-04-19,0.9376465072667605,0.9341429238673516,0.9445546424860678,0.9426847662,4.22,2.621,,
1999-04-20,0.9410878976096367,0.9356287425149701,0.9425959091337544,0.9407337723,4.26,2.61,,
1999-04-21,0.9445546424860678,0.940114693992667,0.9457159069415548,0.9423294384,4.24,2.602,,
1999-04-22,0.9391435011269722,0.9377344336084021,0.9468800303001609,0.9435742593,4.28,2.596,,
1999-04-23,0.9433962264150942,0.9358038555118847,0.9438414346389805,0.9403799135,4.31,2.594,23 Apr 1999,0.1054
1999-04-26,0.9441979038806535,0.9405568096313018,0.9454476694714947,0.9442870633,4.35,2.592,,
1999-04-27,0.9379103357719002,0.93711929528629,0.945000945000945,0.9390553104,4.38,2.59,,
1999-04-28,0.9411764705882353,0.9346667912889054,0.943129303027445,0.9419743783,4.39,2.588,,
1999-04-29,0.9423294383716548,0.9396729937981582,0.9456264775413711,0.9441979039,4.39,2.586,,
1999-04-30,0.9465215333648841,0.940203083866115,0.9488566277635448,0.9466111321,4.43,2.582,30 Apr 1999,0.0746
1999-05-03,0.9467007478935908,0.9428625306430323,0.9478672985781991,0.9459842967,4.47,2.582,,
1999-05-04,0.9405568096313018,0.9399379640943697,0.9469696969696969,0.9440196356,4.5,2.58,,
1999-05-05,0.929368029739777,0.9281603861147207,0.9446438692612885,0.9324878777,4.48,2.58,,
1999-05-06,0.9273856997125104,0.9234463015975621,0.931445603576751,0.9277298451,4.49,2.578,,
1999-05-07,0.9298865538404315,0.9242998428690267,0.9310120100549296,0.9275577405,4.49,2.58,07 May 1999,0.0618
1999-05-10,0.9275577404693441,0.9221689413500553,0.933968431867003,0.9270418096,4.47,2.582,,
1999-05-11,0.9340556697179152,0.9252405625462621,0.934317481080071,0.9328358209,4.49,2.578,,
1999-05-12,0.9394081728511038,0.931445603576751,0.9402914903620123,0.9375585974,4.47,2.578,,
1999-05-13,0.9387027128508402,0.9363295880149812,0.9433072351664937,0.9410878976,4.46,2.576,,
1999-05-14,0.938526513374003,0.9307520476545048,0.9405568096313018,0.9389671362,4.51,2.57,14 May 1999,0.0567
1999-05-17,0.9380863039399624,0.9354536950420954,0.9398496240601504,0.9370314843,4.55,2.574,,
1999-05-18,0.9365049634763064,0.9335324869305452,0.938790837401427,0.9370314843,4.53,2.576,,
1999-05-19,0.937998311603039,0.9354536950420954,0.9417082587814295,0.9397613006,4.5,2.582,,
1999-05-20,0.9416195856873822,0.9337068160597572,0.9422406482615661,0.9407337723,4.48,2.584,,
1999-05-21,0.9444654325651681,0.9414422895876482,0.9484066767830045,0.9454476695,4.48,2.58,21 May 1999,0.0565
1999-05-24,0.9433962264150942,0.9425959091337544,0.9479571523367144,0.9440196356,4.51,2.578,,
1999-05-25,0.9420631182289212,0.9391435011269722,0.9469696969696969,0.9445546425,4.51,2.578,,
1999-05-26,0.9583133684714901,0.940910801656003,0.9580379383023567,0.9550186229,4.53,2.576,,
1999-05-27,0.959140610013428,0.9531071292413268,0.9609840476648088,0.9579461634,4.52,2.576,,
1999-05-28,0.9589566551591868,0.9515653249595585,0.9620935154897055,0.9595087315,4.53,2.578,28 May 1999,0.0568
1999-05-31,0.9596928982725528,0.9531071292413268,0.9604302727621975,#DIV/0!,,2.578,,
1999-06-01,0.9569377990430623,0.9544716999140975,0.9599692809830085,0.9570293808,4.56,2.586,,
1999-06-02,0.9655305590421936,0.9556574923547401,0.9685230024213075,0.965530559,4.61,2.602,,
1999-06-03,0.9688983625617672,0.9596928982725528,0.9706853038245001,0.9657170449,4.52,2.598,,
1999-06-04,0.9640412609659692,0.9633911368015414,0.9737098344693282,0.9683354314,4.44,2.598,04 Jun 1999,0.0495
1999-06-07,0.970873786407767,0.9645061728395062,0.9749439407234084,0.9712509713,4.4,2.602,,
1999-06-08,0.9557488292076842,0.954653937947494,0.974184120798831,0.9580379383,4.49,2.6,,
1999-06-09,0.9555661729574774,0.9531979792202842,0.9594166746618056,0.956937799,4.47,2.604,,
1999-06-10,0.9541984732824427,0.9498480243161095,0.9583133684714901,0.9544716999,4.54,2.605,,
1999-06-11,0.951022349025202,0.9468800303001609,0.9554748710108925,0.9509319133,4.6,2.62,11 Jun 1999,0.0535
1999-06-14,0.9596928982725528,0.9508414947228296,0.9609840476648088,0.9600614439,4.57,2.623,,
1999-06-15,0.9595087315294569,0.9577626664112633,0.9634839579920994,0.9596928983,4.61,2.625,,
1999-06-16,0.970402717127608,0.9577626664112633,0.9721952167995334,0.9710623422,4.54,2.629,,
1999-06-17,0.9666505558240697,0.9651578033008397,0.9719117504130625,0.968147933,4.51,2.633,,
1999-06-18,0.9624639076034649,0.959140610013428,0.971534052268532,0.9645061728,4.55,2.633,18 Jun 1999,0.0485
1999-06-21,0.9664637092877163,0.9594166746618056,0.9702144173862424,0.9687106461,4.57,2.637,,
1999-06-22,0.968710646130001,0.9652509652509652,0.971534052268532,0.9687106461,4.6,2.645,,
1999-06-23,0.9677731539727087,0.9659969088098919,0.9736150326161037,0.9693679721,4.6,2.646,,
1999-06-24,0.9615384615384615,0.9598771357266269,0.970402717127608,0.9641342075,4.6,2.648,,
1999-06-25,0.9589566551591868,0.9540164090822362,0.9613535858488752,0.9571209801,4.66,2.66,25 Jun 1999,0.04
1999-06-28,0.9677731539727087,0.9578544061302682,0.968429207824908,0.964041261,4.68,2.664,,
1999-06-29,0.968804495252858,0.9643201542912248,0.9694619486185166,0.967398665,4.7,2.668,,
1999-06-30,0.9659969088098919,0.9652509652509652,0.9718172983479106,0.9699321048,4.65,2.67,,
1999-07-01,0.9775171065493647,0.9622786759045421,0.9802960494069208,0.9769441188,4.55,2.654,,
1999-07-02,0.9760858955588092,0.9748488984207447,0.9796238244514107,0.9761811792,4.55,2.662,02 Jul 1999,0.0421
1999-07-05,0.9784735812133072,0.9747538746466516,0.9791442279447762,#DIV/0!,,2.662,,
1999-07-06,0.9769441187964047,0.9745638826625085,0.9820288716488265,0.9757049468,4.53,2.662,,
1999-07-07,0.9788566953797964,0.9734254842791783,0.9806805923310777,0.9780907668,4.54,2.662,,
1999-07-08,0.9788566953797964,0.9777082518576458,0.9855129594954174,0.9805844283,4.55,2.664,,
1999-07-09,0.9808729769494849,0.9759906304899474,0.9838646202282566,0.9817396426,4.56,2.664,09 Jul 1999,0.0271
1999-07-12,0.9858044164037855,0.9802960494069208,0.9889240506329113,0.9862905612,4.57,2.664,,
1999-07-13,0.984251968503937,0.9792401096748922,0.9894132779261898,0.9827044025,4.58,2.666,,
1999-07-14,0.9802960494069208,0.9776126698602015,0.9877518767285658,0.9789525208,4.59,2.664,,
1999-07-15,0.9816432708353785,0.9751340809361286,0.9820288716488265,0.9784735812,4.57,2.662,,
1999-07-16,0.9804882831650161,0.9771350400625366,0.9820288716488265,0.980103891,4.55,2.693,16 Jul 1999,0.0342
1999-07-19,0.9699321047526674,0.967305088024763,0.9879470460383324,0.980103891,4.52,2.7,,
1999-07-20,0.9607070804111827,0.9580379383023567,0.9728572818367545,0.9596928983,4.51,2.703,,
1999-07-21,0.9499382540134892,0.9479571523367144,0.9620935154897055,0.9500285009,4.46,2.697,,
1999-07-22,0.952018278750952,0.9453582907922102,0.9547450830628221,0.951565325,4.48,2.682,,
1999-07-23,0.9514747859181732,0.9482268158543524,0.9564801530368244,0.952653139,4.52,2.686,23 Jul 1999,0.0867
1999-07-26,0.9386146048432514,0.9324878776575904,0.9513842641042718,0.9388789785,4.58,2.686,,
1999-07-27,0.9407337723424272,0.9342301943198804,0.9427736400490242,0.9409993413,4.57,2.686,,
1999-07-28,0.9379103357719002,0.9351912466099318,0.9443762394938143,0.9394964299,4.58,2.686,,
1999-07-29,0.9326618168252191,0.9309253397877489,0.938790837401427,0.9329228473,4.59,2.686,,
1999-07-30,0.9341429238673516,0.9304922303898763,0.936768149882904,0.9351037965,4.62,2.69,30 Jul 1999,0.0873
1999-08-02,0.9363295880149812,0.9337940050424877,0.9409993413004611,0.9379983116,4.65,2.697,,
1999-08-03,0.936768149882904,0.933968431867003,0.9409993413004611,0.936329588,4.7,2.705,,
1999-08-04,0.9283327144448571,0.9260974254491572,0.93711929528629,0.9288500836,4.65,2.701,,
1999-08-05,0.9298000929800094,0.9235315847801995,0.9307520476545048,0.9265264523,4.61,2.701,,
1999-08-06,0.9318796011555307,0.9262689885142646,0.9328358208955223,0.9285051068,4.66,2.7,06 Aug 1999,0.0819
1999-08-09,0.9327488107452663,0.9310986964618249,0.9362419249133975,0.9351037965,4.76,2.703,,
1999-08-10,0.934317481080071,0.9286775631500743,0.9346667912889054,0.9300595238,4.81,2.703,,
1999-08-11,0.9387027128508402,0.9321401938851603,0.93976130062964,0.9380863039,4.77,2.703,,
1999-08-12,0.9366804046459347,0.9360666479453337,0.9415309292910272,0.9402030839,4.66,2.703,,
1999-08-13,0.9471490812653911,0.9345794392523364,0.9471490812653911,0.9462528388,4.6,2.703,13 Aug 1999,0.0827
1999-08-16,0.9451795841209829,0.943129303027445,0.9482268158543524,0.9472387989,4.62,2.703,,
1999-08-17,0.9519276534983341,0.9445546424860678,0.9532888465204957,0.9501187648,4.69,2.701,,
1999-08-18,0.9509319132750095,0.9467007478935908,0.9525623928367307,0.9519276535,4.63,2.678,,
1999-08-19,0.93976130062964,0.9390553103577801,0.956297217175098,0.9395847036,4.62,2.678,,
1999-08-20,0.9368559115608021,0.9351912466099318,0.9413536665725313,0.9386146048,4.7,2.684,20 Aug 1999,0.0836
1999-08-23,0.9535615523982074,0.9363295880149812,0.9558401835213152,0.9475978395,4.78,2.684,,
1999-08-24,0.9484966328369534,0.9475978394769261,0.962000962000962,0.9518370455,4.85,2.686,,
1999-08-25,0.9596928982725528,0.9477774618519572,0.9609840476648088,0.9559315553,4.79,2.686,,
1999-08-26,0.9563886763580718,0.9547450830628221,0.9606147934678195,0.9577626664,4.79,2.686,,
1999-08-27,0.9557488292076842,0.9534706331045004,0.9592326139088729,0.9560229446,4.84,2.691,27 Aug 1999,0.0688
1999-08-30,0.9539254030334827,0.9533797311469159,0.9583133684714901,0.9573958832,4.85,2.695,,
1999-08-31,0.946790380609733,0.942507068803016,0.9540164090822362,0.9450902561,4.84,2.697,,
1999-09-01,0.9450902561194594,0.9396729937981582,0.9471490812653911,0.945000945,4.83,2.7,,
1999-09-02,0.9358038555118847,0.9317927692881104,0.9474182851729037,0.9355412106,4.78,2.697,,
1999-09-03,0.942507068803016,0.9324878776575904,0.944733112895607,0.942951438,4.78,2.695,03 Sep 1999,0.0604
1999-09-06,0.9451795841209829,0.9414422895876482,0.946163307786924,#DIV/0!,,2.69,,
1999-09-07,0.9445546424860678,0.9430403621274991,0.9509319132750095,0.9450902561,4.69,2.688,,
1999-09-08,0.9435742592942064,0.9392317084624777,0.9466111321469141,0.9442870633,4.69,2.688,,
1999-09-09,0.9487666034155597,0.9400263207369806,0.9502090459901178,0.9484966328,4.68,2.69,,
1999-09-10,0.9653441451877594,0.9464319515426841,0.9656237929702587,0.9613535858,4.62,2.691,10 Sep 1999,0.0572
1999-09-13,0.9594166746618056,0.9588647041902388,0.9710623422023693,0.9615384615,4.64,2.693,,
1999-09-14,0.9657170449058425,0.9574875526618154,0.9690861517588913,0.9607993851,4.69,2.69,,
1999-09-15,0.9609840476648088,0.9592326139088729,0.9721952167995334,0.962927299,4.62,2.69,,
1999-09-16,0.9629272989889264,0.9548362455838825,0.9664637092877163,0.9598771357,4.57,2.69,,
1999-09-17,0.9595087315294569,0.9590486237652249,0.9650646593321752,0.9616309261,4.54,2.688,17 Sep 1999,0.0583
1999-09-20,0.9659036028204384,0.9566631589017508,0.9663703131039815,0.9607993851,4.56,2.682,,
1999-09-21,0.9531979792202842,0.9521089212605922,0.9653441451877594,0.9560229446,4.66,2.684,,
1999-09-22,0.9580379383023567,0.9484966328369534,0.9607993850883936,0.9523809524,4.69,2.688,,
1999-09-23,0.9521089212605922,0.9515653249595585,0.9621860867891852,0.9601536246,4.69,2.697,,
1999-09-24,0.9581297307655456,0.948316737790422,0.9595087315294569,0.955474871,4.65,2.69,24 Sep 1999,0.0699
1999-09-27,0.9560229445506692,0.9541984732824427,0.9620935154897055,0.9586808551,4.68,2.69,,
1999-09-28,0.9503896597605018,0.946073793755913,0.957670944263551,0.951565325,4.71,2.697,,
1999-09-29,0.9399379640943697,0.9382623381497466,0.9511128019783147,0.9422406483,4.69,3.084,,
1999-09-30,0.9361542782250515,0.9342301943198804,0.9427736400490242,0.9395847036,4.74,3.086,,
1999-10-01,0.9330098899048329,0.9286775631500743,0.9373828271466067,0.9330098899,4.74,3.127,01 Oct 1999,0.073
1999-10-04,0.9316191540898081,0.9280742459396752,0.9356287425149701,0.9343174811,4.69,3.225,,
1999-10-05,0.931445603576751,0.929368029739777,0.9373828271466067,0.9351912466,4.72,3.252,,
1999-10-06,0.9356287425149701,0.9276437847866419,0.9365926758452748,0.9342301943,4.68,3.293,,
1999-10-07,0.9336196433572963,0.9303190994511118,0.9382623381497466,0.9327488107,4.7,3.316,,
1999-10-08,0.9405568096313018,0.9325748391308403,0.943129303027445,0.9407337723,4.68,3.264,08 Oct 1999,0.0785
1999-10-11,0.9406452826639075,0.9382623381497466,0.9425959091337544,#DIV/0!,,3.277,,
1999-10-12,0.9285051067780873,0.9279881217520417,0.9406452826639075,0.9313588526,4.73,3.299,,
1999-10-13,0.9254118082546733,0.924385283786282,0.9317927692881104,0.9295408068,4.84,3.357,,
1999-10-14,0.9282465422816301,0.9232757824762257,0.9303190994511118,0.9260116677,4.88,3.379,,
1999-10-15,0.9187798603454612,0.9163383121048292,0.9288500835965076,0.9185266832,4.9,3.43,15 Oct 1999,0.1061
1999-10-18,0.9247272054743851,0.9170105456212746,0.9256687957048968,0.9205560158,4.94,3.434,,
1999-10-19,0.9238728750923872,0.9214891264283082,0.9280742459396752,0.9231053263,5.0,3.43,,
1999-10-20,0.9304922303898763,0.9220839096357768,0.9319664492078286,0.9289363679,5.0,3.45,,
1999-10-21,0.9260974254491572,0.9230201218386561,0.9302325581395349,0.9252405625,4.99,3.475,,
1999-10-22,0.9360666479453337,0.9245562130177516,0.938790837401427,0.9365049635,4.92,3.457,22 Oct 1999,0.1067
1999-10-25,0.936768149882904,0.9341429238673516,0.9404683532399135,0.9375585974,4.89,3.451,,
1999-10-26,0.9440196356084207,0.9346667912889054,0.9467007478935908,0.9453582908,5.0,3.484,,
1999-10-27,0.9508414947228296,0.9396729937981582,0.9540164090822362,0.9494872769,4.99,3.502,,
1999-10-28,0.95047999239616,0.9481369109699441,0.9550186228631459,0.9506607092,4.96,3.502,,
1999-10-29,0.9480470231323475,0.9468800303001609,0.9584970765839165,0.9507510934,4.97,3.49,29 Oct 1999,0.1033
1999-11-01,0.9512937595129377,0.9437523593808984,0.9540164090822362,0.9529254812,4.98,3.502,,
1999-11-02,0.9507510933637573,0.9468800303001609,0.9538344143456696,0.9518370455,4.99,3.527,,
1999-11-03,0.9539254030334827,0.9491268033409263,0.9563886763580718,0.953743443,4.97,3.531,,
1999-11-04,0.9637625289128758,0.9485866059571239,0.9663703131039815,0.9578544061,4.95,3.518,,
1999-11-05,0.9603380389897245,0.9580379383023567,0.9652509652509652,0.9615384615,4.99,3.506,05 Nov 1999,0.0562
1999-11-08,0.9628345850182939,0.9556574923547401,0.9666505558240697,0.9649715333,5.04,3.492,,
1999-11-09,0.9612611746611555,0.9583133684714901,0.9648784253184098,0.9614460148,5.04,3.46,,
1999-11-10,0.9573042312847023,0.9564801530368244,0.963020030816641,0.9582215408,5.05,3.46,,
1999-11-11,0.9607993850883936,0.9566631589017508,0.9624639076034649,#DIV/0!,,3.463,,
1999-11-12,0.9692740137636909,0.9599692809830085,0.9720062208398135,0.9694619486,5.08,3.451,12 Nov 1999,0.0497
1999-11-15,0.9681479330041631,0.9666505558240697,0.9712509712509712,0.9694619486,5.12,3.45,,
1999-11-16,0.9713453132588634,0.9653441451877594,0.9714396735962696,0.9697439876,5.14,3.45,,
1999-11-17,0.9607070804111827,0.9574875526618154,0.9714396735962696,0.9612611747,5.09,3.45,,
1999-11-18,0.9713453132588634,0.9580379383023567,0.9748488984207447,0.9711566476,5.08,3.45,,
1999-11-19,0.9704968944099379,0.967305088024763,0.9761811792268645,0.9696499564,5.08,3.45,19 Nov 1999,0.0547
1999-11-22,0.9692740137636909,0.9667440061871616,0.9720062208398135,0.9683354314,5.08,3.453,,
1999-11-23,0.9726680284019065,0.967305088024763,0.9750390015600623,0.9745638827,5.13,3.451,,
1999-11-24,0.9817396426467702,0.9721952167995334,0.984930562395351,0.9827044025,5.14,3.445,,
1999-11-25,0.9818360333824252,0.9786651008025053,0.9838646202282566,#DIV/0!,,3.443,,
1999-11-26,0.9838646202282566,0.9803921568627451,0.992358836955443,0.9864851534,5.14,3.445,26 Nov 1999,0.0617
1999-11-29,0.9907856930545922,0.9800078400627206,0.9963136395337252,0.9900990099,5.17,3.445,,
1999-11-30,0.9911785112498762,0.9855129594954174,0.9958175662218681,0.992358837,5.15,3.447,,
1999-12-01,0.9924573243350535,0.987166831194472,0.9955201592832256,0.9941346058,5.12,3.45,,
1999-12-02,0.9992006394884093,0.9892175289346128,1.0002000400080016,0.9977052779,5.1,3.451,,
1999-12-03,0.9978048293753742,0.9957184108334164,1.0009008107296566,0.9984025559,5.1,3.453,03 Dec 1999,0.0518
1999-12-06,0.9777082518576458,0.974184120798831,1.0009008107296566,0.9754194304,5.09,3.459,,
1999-12-07,0.9754194303550527,0.9707795359673818,0.9806805923310777,0.9782821366,5.07,3.46,,
1999-12-08,0.9736150326161037,0.9718172983479106,0.9783778495254868,0.9743739647,5.07,3.46,,
1999-12-09,0.9798157946306095,0.9721952167995334,0.9850275807722615,0.9841551028,5.1,3.46,,
1999-12-10,0.9876543209876544,0.9777082518576458,0.9889240506329113,0.984445757,5.14,3.457,10 Dec 1999,0.0735
1999-12-13,0.9865824782951854,0.9838646202282566,0.9896091044037606,0.9881422925,5.22,3.455,,
1999-12-14,0.9943323058566172,0.9850275807722615,0.9975062344139651,0.9933445912,5.23,3.455,,
1999-12-15,0.9929500546122529,0.9912767644726408,0.9989012086704624,0.9934432744,5.19,3.455,,
1999-12-16,0.9841551028442083,0.9810654370646521,0.9937394415184339,0.9833808634,5.23,3.457,,
1999-12-17,0.9921619208254787,0.9758001561280251,0.9941346058256287,0.9912767645,5.28,3.465,17 Dec 1999,0.065
1999-12-20,0.987166831194472,0.9858044164037855,0.9959167413604223,0.9934432744,5.39,3.467,,
1999-12-21,0.9906875371507826,0.9847365829640571,0.9926543577526304,0.9907856931,5.42,3.467,,
1999-12-22,0.9906875371507826,0.9887284951552303,0.9943323058566172,0.9920634921,5.39,3.457,,
1999-12-23,0.984348853233586,0.9822217856792064,0.9929500546122529,0.9840582562,5.31,3.447,,
1999-12-24,0.9873617693522908,0.9829942003342179,0.9887284951552303,0.9873617694,,3.45,24 Dec 1999,0.061
1999-12-27,0.9876543209876544,0.9841551028442083,0.9888262632255512,0.9865824783,5.3,3.45,,
1999-12-28,0.9931472837421791,0.9738994935722634,0.996710854181202,0.9932459277,5.25,3.45,,
1999-12-29,0.9957184108334164,0.9894132779261898,0.9966115208291807,0.9955201593,5.08,3.346,,
1999-12-30,0.9920634920634921,0.9912767644726408,0.9985022466300548,0.9976057462,5.07,3.34,,
1999-12-31,0.99304865938431,0.9902951079421667,0.9958175662218681,0.9930486594,5.17,,31 Dec 1999,0.0582
