Date,ForwardRateUSDtoEUR,ForwardRateUSDtoEUR_low,ForwardRateUSDtoEUR_high,SpotRateUSDtoEUR,USDTreasuryRate,EUROBIR,TIME PERIOD,ECB_CISS,Year,Month,Quarter,DayOfWeek,IsWeekend,SpotRateEURtoUSD,ForwardRateEURtoUSD,ForwardRateEURtoUSD_low,ForwardRateEURtoUSD_high,rho_usd,x_usd,ForwardSpread_usd,TradingCost_usd,x_usd_lag_1
1999-01-22,0.8631851532153646,0.8599931200550395,0.865276455827637,0.8634087377,4.26,3.059,,0.1876,1999,1,1,4,0,1.158199999995205,1.1585,1.1557,1.1628,0.0002589890848815335,-1.2012589890848813,0.007100000000000106,0.006130202037670091,-1.1645535994811034
1999-01-25,0.8659508139937652,0.8611039352449841,0.8659508139937652,0.8646031472,4.31,3.068,,0.1876,1999,1,1,0,0,1.156599999940412,1.1548,1.1548,1.1613,-0.0015574978838177878,-1.2404425021161818,0.00649999999999995,0.005619920456799957,-1.2012589890848813
1999-01-26,0.8653513326410524,0.8635578583765113,0.8658758334054896,0.863781636,4.35,3.08,,0.1876,1999,1,1,1,0,1.1577000000032416,1.1556,1.1549,1.158,-0.0018155886224026363,-1.2681844113775969,0.0030999999999998806,0.002677723071599897,-1.2404425021161818
1999-01-27,0.8742787200559539,0.8646031471554556,0.8764241893076249,0.8710042679,4.36,3.08,,0.1876,1999,1,1,2,0,1.1481000000275658,1.1438,1.141,1.1566,-0.003752349642560493,-1.2762476503574398,0.015600000000000058,0.013587666579240052,-1.2681844113775969
1999-01-28,0.8758868354208637,0.8700191404210893,0.878966335589347,0.877577885,4.38,3.076,,0.1876,1999,1,1,3,0,1.1395000000484288,1.1417,1.1377,1.1494,0.0019288099540424597,-1.3059288099540423,0.011700000000000044,0.010267661254500038,-1.2762476503574398
1999-01-29,0.8800492827598345,0.8746610688358262,0.8819119851838787,0.8794301293,4.37,3.074,,0.1489,1999,1,1,4,0,1.1370999999692641,1.1363,1.1339,1.1433,-0.0007037916796836519,-1.2952962083203166,0.009400000000000075,0.008266643215420066,-1.3059288099540423
1999-02-01,0.8847991505928153,0.8772699359592947,0.8862105636299185,0.8847208706,4.42,3.078,,0.1489,1999,2,1,0,0,1.1302999999557148,1.1302,1.1284,1.1399,-8.84759617623826e-05,-1.3419115240382378,0.011499999999999844,0.010174290011899862,-1.2952962083203166
1999-02-02,0.8812125484666902,0.8797395970792645,0.8861320336730172,0.8827683616,4.42,3.092,,0.1489,1999,2,1,1,0,1.1327999999768001,1.1348,1.1285,1.1367,0.0017639800157211033,-1.329763980015721,0.008199999999999985,0.007238700565119988,-1.3419115240382378
1999-02-03,0.8847208705653365,0.8799718409010912,0.8852691218130312,0.8819119852,4.37,3.098,,0.1489,1999,2,1,2,0,1.1338999999792723,1.1303,1.1296,1.1364,-0.003179933762828574,-1.2688200662371716,0.006800000000000139,0.005997001499360123,-1.329763980015721
1999-02-04,0.8823010411152286,0.8811349017534584,0.8890469416785206,0.8844861136,4.38,3.105,,0.1489,1999,2,1,3,0,1.1305999999591176,1.1334,1.1248,1.1349,0.002473499530488296,-1.2774734995304882,0.010099999999999998,0.008933309747359997,-1.2688200662371716
1999-02-05,0.8877052818464269,0.8792754770069463,0.8888888888888888,0.8862891075,4.39,3.107,,0.1746,1999,2,1,4,0,1.1283000000087444,1.1265,1.125,1.1373,-0.0015965942798513155,-1.2814034057201482,0.012299999999999978,0.010901356022249979,-1.2774734995304882
1999-02-08,0.8833141948591113,0.8825346394845998,0.891583452211127,0.8852691218,4.4,3.113,,0.1746,1999,2,1,0,0,1.1296000000166277,1.1321,1.1216,1.1331,0.0022107273303661606,-1.2892107273303666,0.011500000000000066,0.010180594900700057,-1.2814034057201482
1999-02-09,0.8846426043878273,0.8812902088657795,0.8866820358219543,0.8849557522,4.42,3.111,,0.1746,1999,2,1,1,0,1.13000000001582,1.1304,1.1278,1.1347,0.000353919649931575,-1.3093539196499313,0.006900000000000128,0.006106194690180114,-1.2892107273303666
1999-02-10,0.8830022075055187,0.8800492827598345,0.8873901854645487,0.8825346395,4.37,3.11,,0.1746,1999,2,1,2,0,1.1330999999802274,1.1325,1.1269,1.1363,-0.0005296610118816908,-1.2594703389881186,0.009400000000000075,0.008295825611300066,-1.3093539196499313
1999-02-11,0.8921402444464269,0.8819897689186806,0.891981090000892,0.8847208706,4.39,3.105,,0.1746,1999,2,1,3,0,1.1302999999557148,1.1209,1.1211,1.1338,-0.008351150130455731,-1.2766488498695439,0.012699999999999934,0.011235955056619942,-1.2594703389881186
1999-02-12,0.8846426043878273,0.8844078889183691,0.8919015340706387,0.8863676653,4.43,3.1,,0.2126,1999,2,1,4,0,1.1282000000096348,1.1304,1.1212,1.1307,0.001948110055902022,-1.3319481100559016,0.009500000000000064,0.008420492820350057,-1.2766488498695439
1999-02-15,0.8911067545891997,0.8845643520566121,0.8913450396648543,0.8863676653,4.43,3.1,,0.2126,1999,2,1,0,0,1.1282000000096348,1.1222,1.1219,1.1305,-0.005332397997544036,-1.3246676020024557,0.008600000000000163,0.007622761921580144,-1.3319481100559016
1999-02-16,0.8928571428571428,0.8896005693443643,0.8962179602079227,0.8937349182,4.41,3.092,,0.2126,1999,2,1,1,0,1.1189000000291138,1.12,1.1158,1.1241,0.0009826254494447878,-1.3189826254494448,0.008300000000000196,0.007417999821060175,-1.3246676020024557
1999-02-17,0.8893632159373888,0.8874689385871495,0.8930963650977941,0.8904719501,4.41,3.086,,0.2126,1999,2,1,2,0,1.123000000042337,1.1244,1.1197,1.1268,0.001245884256233759,-1.325245884256234,0.007100000000000106,0.006322350845710095,-1.3189826254494448
1999-02-18,0.8930166101089481,0.8864462370357237,0.8941344778254648,0.8910273545,4.42,3.078,,0.2126,1999,2,1,3,0,1.1223000000501107,1.1198,1.1184,1.1281,-0.002230053152067285,-1.3397699468479327,0.009700000000000042,0.008642965338650038,-1.325245884256234
1999-02-19,0.9030160736861117,0.8918219923303309,0.9047317470370035,0.9029345372,4.45,3.076,,0.2173,1999,2,1,4,0,1.1075000000564825,1.1074,1.1053,1.1213,-9.029758142398148e-05,-1.373909702418576,0.016000000000000014,0.014446952595200013,-1.3397699468479327
1999-02-22,0.9064539521392314,0.9027715085311908,0.9119095385737734,0.9060433089,4.5,3.074,,0.2173,1999,2,1,0,0,1.1036999999636552,1.1032,1.0966,1.1077,-0.0004531242668163876,-1.4255468757331837,0.011099999999999888,0.010057080728789898,-1.373909702418576
1999-02-23,0.9085953116481919,0.9022827754218171,0.9141603437242891,0.9096697899,4.54,3.076,,0.2173,1999,2,1,1,0,1.099299999959249,1.1006,1.0939,1.1083,0.0011818720779103176,-1.4651818720779102,0.014399999999999968,0.01309924497455997,-1.4255468757331837
1999-02-24,0.9092562284051645,0.9050592813829306,0.9153318077803203,0.911410864,4.55,3.078,,0.2173,1999,2,1,2,0,1.0972000000210662,1.0998,1.0925,1.1049,0.002366864991066281,-1.4743668649910662,0.012399999999999967,0.01130149471359997,-1.4651818720779102
1999-02-25,0.9057971014492753,0.902445627650934,0.9107468123861566,0.9035056017,4.51,3.088,,0.2173,1999,2,1,3,0,1.1068000000425453,1.104,1.098,1.1081,-0.0025330211141700587,-1.4194669788858296,0.010099999999999998,0.009125406577169998,-1.4743668649910662
1999-02-26,0.9071940488070398,0.9052231375033946,0.9131586156515387,0.9095043201,4.55,3.098,,0.2,1999,2,1,4,0,1.09950000005503,1.1023,1.0951,1.1047,0.0025433749244040127,-1.4545433749244039,0.009600000000000053,0.008731241472960049,-1.4194669788858296
1999-03-01,0.9186954524575103,0.9069472156720478,0.9188642837452908,0.9181893306,4.58,3.1,,0.2,1999,3,1,0,0,1.0891000000474194,1.0885,1.0883,1.1026,-0.00055106545057855,-1.4794489345494215,0.01429999999999998,0.013130107427579982,-1.4545433749244039
1999-03-02,0.9147457006952068,0.9119927040583675,0.9213193292795283,0.9148293843,4.53,3.115,,0.2,1999,3,1,1,0,1.0931000000236875,1.0932,1.0854,1.0965,9.147873245313187e-05,-1.4150914787324531,0.01110000000000011,0.0101546061657301,-1.4794489345494215
1999-03-03,0.9191176470588235,0.9133254178463787,0.9196247930844216,0.9184423218,4.49,3.111,,0.2,1999,3,1,2,0,1.0888000000263054,1.088,1.0874,1.0949,-0.0007350239455282959,-1.3782649760544716,0.007500000000000062,0.006888317413500057,-1.4150914787324531
1999-03-04,0.9253261774775609,0.9188642837452908,0.9268699601445918,0.9238728751,4.49,3.111,,0.2,1999,3,1,3,0,1.082399999991081,1.0807,1.0789,1.0883,-0.0015718185392182699,-1.3774281814607818,0.009400000000000075,0.00868440502594007,-1.3782649760544716
1999-03-05,0.9232757824762257,0.9202171712524155,0.9272997032640949,0.9222539887,4.5,3.104,,0.1665,1999,3,1,4,0,1.0843000000570233,1.0831,1.0784,1.0867,-0.0011073176890348257,-1.394892682310965,0.008299999999999974,0.007654708106209976,-1.3774281814607818
1999-03-08,0.9191176470588235,0.9151642719868216,0.9259259259259258,0.9175153684,4.51,3.094,,0.1665,1999,3,1,0,0,1.0898999999791175,1.088,1.08,1.0927,-0.0017448004602178963,-1.414255199539782,0.012699999999999934,0.01165244517867994,-1.394892682310965
1999-03-09,0.9186954524575103,0.9155832265152902,0.9211495946941785,0.9197093718,4.47,3.088,,0.1665,1999,3,1,1,0,1.0873000000455144,1.0885,1.0856,1.0922,0.0011030426290383338,-1.383103042629038,0.006600000000000161,0.006070081853880148,-1.414255199539782
1999-03-10,0.9139097057210747,0.91082976591675,0.9196247930844216,0.9123255177,4.47,3.08,,0.1665,1999,3,1,2,0,1.0961000000537418,1.0942,1.0874,1.0979,-0.0017349226409820728,-1.3882650773590175,0.010500000000000176,0.009579417935850161,-1.383103042629038
1999-03-11,0.9067827348567283,0.9040773890245004,0.9261831990367694,0.9147457007,4.49,3.074,,0.1665,1999,3,1,3,0,1.0931999999942716,1.1028,1.0797,1.1061,0.008743225100968727,-1.424743225100969,0.02639999999999998,0.024149286498479982,-1.3882650773590175
1999-03-12,0.9168423947923352,0.9052231375033946,0.918189330639978,0.9144111192,4.47,3.047,,0.155,1999,3,1,4,0,1.0936000000468937,1.0907,1.0891,1.1047,-0.0026553145179227244,-1.420344685482077,0.015600000000000058,0.014264813459520052,-1.424743225100969
1999-03-15,0.9140767824497257,0.9122422915526364,0.9187798603454612,0.9149130833,4.46,3.04,,0.155,1999,3,1,0,0,1.0929999999487383,1.094,1.0884,1.0962,0.0009144948522880197,-1.420914494852288,0.007800000000000029,0.007136322049740027,-1.420344685482077
1999-03-16,0.9103322712790168,0.9085953116481919,0.9248127254231019,0.9161704077,4.43,3.035,,0.155,1999,3,1,1,0,1.0914999999950337,1.0985,1.0813,1.1006,0.006392715839216356,-1.4013927158392159,0.019300000000000095,0.01768208886861009,-1.420914494852288
1999-03-17,0.9091735612328392,0.9052231375033946,0.9143275121148396,0.9078529278,4.41,3.037,,0.155,1999,3,1,2,0,1.1015000000311723,1.0999,1.0937,1.1047,-0.0014536207076266405,-1.3715463792923737,0.01100000000000012,0.009986382205800112,-1.4013927158392159
1999-03-18,0.9111617312072894,0.9032607713846987,0.9127418765972983,0.9099181074,4.39,3.031,,0.155,1999,3,1,3,0,1.0989999999641726,1.0975,1.0956,1.1071,-0.0013658094216950495,-1.3576341905783045,0.011500000000000066,0.01046405823510006,-1.3715463792923737
1999-03-19,0.9176837661741765,0.9087604507451835,0.9194556822361163,0.9154994049,4.39,3.027,,0.0762,1999,3,1,4,0,1.0923000000302894,1.0897,1.0876,1.1004,-0.0023831358943870173,-1.3606168641056124,0.012800000000000145,0.011718392382720133,-1.3576341905783045
1999-03-22,0.9170105456212746,0.9156670634557275,0.9220839096357768,0.9161704077,4.4,3.02,,0.0762,1999,3,1,0,0,1.0914999999950337,1.0905,1.0845,1.0921,-0.0009165903437648032,-1.3790834096562354,0.007600000000000051,0.006962895098520047,-1.3606168641056124
1999-03-23,0.9165902841429882,0.9149130832570906,0.9211495946941785,0.9159186664,4.38,3.02,,0.0762,1999,3,1,1,0,1.0918000000267274,1.091,1.0856,1.093,-0.0007330035390665651,-1.3592669964609334,0.007400000000000073,0.006777798131360066,-1.3790834096562354
1999-03-24,0.9191176470588235,0.9120758847136081,0.9192866335723477,0.9156670635,4.38,3.014,,0.0762,1999,3,1,2,0,1.092099999947197,1.088,1.0878,1.0964,-0.0037612997394447095,-1.3622387002605554,0.008599999999999941,0.007874736746099946,-1.3592669964609334
1999-03-25,0.9233610341643583,0.9165062780680048,0.9237021984112322,0.919878576,4.39,2.998,,0.0762,1999,3,1,3,0,1.0871000000330477,1.083,1.0826,1.0911,-0.0037786322393640326,-1.3882213677606354,0.008499999999999952,0.007818967895999956,-1.3622387002605554
1999-03-26,0.9288500835965076,0.9200478424878094,0.9334453467749464,0.9308386857,4.39,2.99,,0.1233,1999,3,1,4,0,1.07429999994896,1.0766,1.0713,1.0869,0.002138640501870237,-1.4021386405018696,0.015600000000000058,0.014521083496920054,-1.3882213677606354
1999-03-29,0.9319664492078286,0.9266981744045965,0.9362419249133975,0.9331840239,4.39,2.984,,0.1233,1999,3,1,0,0,1.0715999999879553,1.073,1.0681,1.0791,0.0013056049714846724,-1.4073056049714843,0.010999999999999899,0.010265024262899904,-1.4021386405018696
1999-03-30,0.9330098899048329,0.9276437847866419,0.9348415443582312,0.9317927693,4.36,2.98,,0.1233,1999,3,1,1,0,1.073199999986306,1.0718,1.0697,1.078,-0.0013053614779591494,-1.378694638522041,0.008299999999999974,0.0077338799851899755,-1.4073056049714843
1999-03-31,0.9289363678588016,0.9237875288683602,0.9354536950420954,0.9252405625,4.37,2.97,,0.1233,1999,3,1,2,0,1.08080000005404,1.0765,1.069,1.0825,-0.003986469891571448,-1.3960135301084284,0.013500000000000068,0.012490747593750061,-1.378694638522041
1999-04-01,0.9265264523302141,0.9241290084095739,0.9324878776575904,0.9274717121,4.32,2.941,,0.1233,1999,4,2,3,0,1.0782000000148575,1.0793,1.0724,1.0821,0.0010196987999522983,-1.3800196987999527,0.009700000000000042,0.00899647560737004,-1.3960135301084284
1999-04-02,0.9265264523302141,0.9252405625462621,0.929022668153103,0.9274717121,4.31,2.93,,0.0867,1999,4,2,4,0,1.0782000000148575,1.0793,1.0764,1.0808,0.0010196987999522983,-1.3810196987999517,0.0043999999999999595,0.004080875533239963,-1.3800196987999527
1999-04-05,0.9333582228859437,0.9262689885142646,0.9344921035417251,0.9340556697,4.29,2.93,,0.0867,1999,4,2,0,0,1.0706000000205342,1.0714,1.0701,1.0796,0.0007469654683988358,-1.3607469654683988,0.009499999999999842,0.008873528862149852,-1.3810196987999517
1999-04-06,0.9231053263177329,0.9209799226376865,0.934317481080071,0.9226794612,4.3,2.904,,0.0867,1999,4,2,1,0,1.0837999999473706,1.0833,1.0703,1.0858,-0.00046144613193212225,-1.3955385538680678,0.01550000000000007,0.014301531648600064,-1.3607469654683988
1999-04-07,0.9287638153617536,0.9214891264283082,0.9292816652727441,0.9272997033,4.3,2.9,,0.0867,1999,4,2,2,0,1.0783999999582443,1.0767,1.0761,1.0852,-0.001577653297651277,-1.3984223467023487,0.009099999999999886,0.008438427300029895,-1.3955385538680678
1999-04-08,0.9295408068414203,0.9186110600771633,0.9324009324009324,0.9229349331,4.28,2.895,,0.0867,1999,4,2,3,0,1.0834999999849935,1.0758,1.0725,1.0886,-0.007131971123421413,-1.3778680288765788,0.016100000000000003,0.014859252422910004,-1.3984223467023487
1999-04-09,0.9255831173639393,0.9245562130177516,0.9321401938851603,0.9271277582,4.3,2.66,,0.0925,1999,4,2,4,0,1.0786000000059106,1.0804,1.0728,1.0816,0.0016674390098539993,-1.6416674390098538,0.008799999999999919,0.008158724272159926,-1.3778680288765788
1999-04-12,0.9254974548819991,0.9190331770976932,0.925754489909276,0.9223390518,4.22,2.66,,0.0925,1999,4,2,0,0,1.0842000000416767,1.0805,1.0802,1.0881,-0.003418490917737188,-1.5565815090822623,0.007900000000000018,0.007286478509220016,-1.6416674390098538
1999-04-13,0.9276437847866419,0.9231053263177329,0.9307520476545048,0.9276437848,4.2,2.65,,0.0925,1999,4,2,1,0,1.077999999984477,1.078,1.0744,1.0833,1.4399939574083476e-11,-1.5500000000144003,0.008899999999999908,0.008256029684719914,-1.5565815090822623
1999-04-14,0.9258401999814831,0.9240436148586213,0.929022668153103,0.9277298451,4.18,2.637,,0.0925,1999,4,2,2,0,1.0778999999641168,1.0801,1.0764,1.0822,0.002038925670135708,-1.5450389256701353,0.005800000000000027,0.0053808331015800254,-1.5500000000144003
1999-04-15,0.9345794392523364,0.9245562130177516,0.9356287425149701,0.9330969488,4.2,2.629,,0.0925,1999,4,2,3,0,1.0716999999689636,1.07,1.0688,1.0816,-0.0015875242340394752,-1.5694124757659607,0.012799999999999923,0.011943640944639927,-1.5450389256701353
1999-04-16,0.9337940050424877,0.9327488107452663,0.940822278671559,0.9356287425,4.22,2.627,,0.0645,1999,4,2,4,0,1.0688000000171007,1.0709,1.0629,1.0721,0.0019628926084480913,-1.594962892608448,0.009200000000000097,0.008607784431000092,-1.5694124757659607
1999-04-19,0.9376465072667605,0.9341429238673516,0.9445546424860678,0.9426847662,4.22,2.621,,0.0645,1999,4,2,0,0,1.0608000000159545,1.0665,1.0587,1.0705,0.005358918464767111,-1.6043589184647669,0.011800000000000033,0.01112368024116003,-1.594962892608448
1999-04-20,0.9410878976096367,0.9356287425149701,0.9425959091337544,0.9407337723,4.26,2.61,,0.0645,1999,4,2,1,0,1.0630000000479414,1.0626,1.0609,1.0688,-0.00037636437020514835,-1.6496236356297949,0.007900000000000018,0.007431796801170017,-1.6043589184647669
1999-04-21,0.9445546424860678,0.940114693992667,0.9457159069415548,0.9423294384,4.24,2.602,,0.0645,1999,4,2,2,0,1.061199999968079,1.0587,1.0574,1.0637,-0.0023586028841704534,-1.63564139711583,0.006300000000000194,0.005936675461920183,-1.6496236356297949
1999-04-22,0.9391435011269722,0.9377344336084021,0.9468800303001609,0.9435742593,4.28,2.596,,0.0645,1999,4,2,3,0,1.0597999999934928,1.0648,1.0561,1.0664,0.004706777028380127,-1.6887067770283803,0.010299999999999976,0.009718814870789978,-1.63564139711583
1999-04-23,0.9433962264150942,0.9358038555118847,0.9438414346389805,0.9403799135,4.31,2.594,,0.1054,1999,4,2,4,0,1.0633999999830919,1.06,1.0595,1.0686,-0.0032024139482251662,-1.7127975860517746,0.009099999999999886,0.008557457212849893,-1.6887067770283803
1999-04-26,0.9441979038806535,0.9405568096313018,0.9454476694714947,0.9442870633,4.35,2.592,,0.1054,1999,4,2,0,0,1.0589999999632527,1.0591,1.0577,1.0632,9.442428291703969e-05,-1.7580944242829166,0.005499999999999838,0.005193578848149847,-1.7127975860517746
1999-04-27,0.9379103357719002,0.93711929528629,0.945000945000945,0.9390553104,4.38,2.59,,0.1054,1999,4,2,1,0,1.064899999952122,1.0662,1.0582,1.0671,0.0012200274122826649,-1.7912200274122827,0.008899999999999908,0.008357592262559914,-1.7580944242829166
1999-04-28,0.9411764705882353,0.9346667912889054,0.943129303027445,0.9419743783,4.39,2.588,,0.1054,1999,4,2,2,0,1.061599999996518,1.0625,1.0603,1.0699,0.0008474177838540958,-1.8028474177838536,0.009600000000000053,0.00904295403168005,-1.7912200274122827
1999-04-29,0.9423294383716548,0.9396729937981582,0.9456264775413711,0.9441979039,4.39,2.586,,0.1054,1999,4,2,3,0,1.059099999978299,1.0612,1.0575,1.0642,0.0019808524344509526,-1.8059808524344507,0.006699999999999928,0.006326125956129932,-1.8028474177838536
1999-04-30,0.9465215333648841,0.940203083866115,0.9488566277635448,0.9466111321,4.43,2.582,,0.0746,1999,4,2,4,0,1.0564000000523552,1.0565,1.0539,1.0636,9.465658357418055e-05,-1.848094656583574,0.009700000000000042,0.009182127981370039,-1.8059808524344507
1999-05-03,0.9467007478935908,0.9428625306430323,0.9478672985781991,0.9459842967,4.47,2.582,,0.0746,1999,5,2,0,0,1.0570999999560564,1.0563,1.055,1.0606,-0.0007570739039308716,-1.887242926096069,0.005600000000000049,0.005297512061520047,-1.848094656583574
1999-05-04,0.9405568096313018,0.9399379640943697,0.9469696969696969,0.9440196356,4.5,2.58,,0.0746,1999,5,2,1,0,1.059300000009449,1.0632,1.056,1.0639,0.0036749157876650243,-1.923674915787665,0.007900000000000018,0.007457755121240017,-1.887242926096069
1999-05-05,0.929368029739777,0.9281603861147207,0.9446438692612885,0.9324878777,4.48,2.58,,0.0746,1999,5,2,2,0,1.0723999999512273,1.076,1.0586,1.0774,0.003351334405405554,-1.9033513344054058,0.018799999999999928,0.01753077210075993,-1.923674915787665
1999-05-06,0.9273856997125104,0.9234463015975621,0.931445603576751,0.9277298451,4.49,2.578,,0.0746,1999,5,2,3,0,1.0778999999641168,1.0783,1.0736,1.0829,0.00037102313373389706,-1.9123710231337343,0.009299999999999864,0.008627887559429873,-1.9033513344054058
1999-05-07,0.9298865538404315,0.9242998428690267,0.9310120100549296,0.9275577405,4.49,2.58,,0.0618,1999,5,2,4,0,1.0780999999643688,1.0754,1.0741,1.0819,-0.0025075471364445906,-1.9074924528635555,0.007800000000000029,0.007234950375900027,-1.9123710231337343
1999-05-10,0.9275577404693441,0.9221689413500553,0.933968431867003,0.9270418096,4.47,2.582,,0.0618,1999,5,2,0,0,1.0786999999832585,1.0781,1.0707,1.0844,-0.0005563798207910003,-1.8874436201792089,0.013700000000000045,0.012700472791520043,-1.9074924528635555
1999-05-11,0.9340556697179152,0.9252405625462621,0.934317481080071,0.9328358209,4.49,2.578,,0.0618,1999,5,2,1,0,1.0719999999948544,1.0706,1.0703,1.0808,-0.0013068236666663874,-1.910693176333334,0.010499999999999954,0.009794776119449957,-1.8874436201792089
1999-05-12,0.9394081728511038,0.931445603576751,0.9402914903620123,0.9375585974,4.47,2.578,,0.0618,1999,5,2,2,0,1.0666000000140363,1.0645,1.0635,1.0736,-0.001970813846127545,-1.8900291861538723,0.01010000000000022,0.009469341833740208,-1.910693176333334
1999-05-13,0.9387027128508402,0.9363295880149812,0.9433072351664937,0.9410878976,4.46,2.576,,0.0618,1999,5,2,3,0,1.062600000010881,1.0653,1.0601,1.068,0.0025377145900689277,-1.8865377145900688,0.007900000000000018,0.0074345943910400164,-1.8900291861538723
1999-05-14,0.938526513374003,0.9307520476545048,0.9405568096313018,0.9389671362,4.51,2.57,,0.0567,1999,5,2,4,0,1.0649999999435549,1.0655,1.0632,1.0744,0.0004693734481463485,-1.9404693734481464,0.011200000000000099,0.010516431925440094,-1.8865377145900688
1999-05-17,0.9380863039399624,0.9354536950420954,0.9398496240601504,0.9370314843,4.55,2.574,,0.0567,1999,5,2,0,0,1.0671999999520185,1.066,1.064,1.069,-0.0011250703906092174,-1.9748749296093908,0.004999999999999893,0.004685157421499901,-1.9404693734481464
1999-05-18,0.9365049634763064,0.9335324869305452,0.938790837401427,0.9370314843,4.53,2.576,,0.0567,1999,5,2,1,0,1.0671999999520185,1.0678,1.0652,1.0712,0.0005620609496868045,-1.954562060949687,0.006000000000000005,0.0056221889058000055,-1.9748749296093908
1999-05-19,0.937998311603039,0.9354536950420954,0.9417082587814295,0.9397613006,4.5,2.582,,0.0567,1999,5,2,2,0,1.0641000000335619,1.0661,1.0619,1.069,0.0018777584772034922,-1.9198777584772035,0.007099999999999884,0.00667230523425989,-1.954562060949687
